OBJECTID,InspectDate,RecordUpdatedDate,SiteName,MineName,Mineral,County,Quadrangle,MineAcres,Directions,OlacRank,x,y,WaterName,WaterDescription,Basin,WaterAcres,DistanceMineWater
678,3/23/2004 7:00 PM,3/15/2016 8:00 PM,MRV134A_126,Hayes,IRON,Buena Vista,Buena Vista,1,Take U.S. Route 60 through Buena Vista.  Take a left at the Fitzgerald Lumber and Log Company and park.  Go around the logging camp to an access road behind it.  Follow this for around 100 m.  Go due East about 75 m upslope.,C,-79.336,37.75,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,0.9891
679,3/18/2004 7:00 PM,,MRV154C_604,,MANGANESE,Albemarle,Schuyler,1," Off Rt. 29, take Rt. 6 east.  Go about between 8 and 10 miles and turn left at the second turnoff for Rt. 717.  About 0.5 mile up 717, take a right into a driveway that curves around to a house.  A dirt road runs east behind the house.  Take this road up just a little ways and veer into the intermittent stream.  Follow this stream up for about 0.75 miles.  This site is a shallow prospect on east side of stream, about 70 ft. uphill of the stream.",C,-78.643,37.832,Unnamed tributary,"James River and its tributaries from a point at latitude 37deg40'32""; longitude 77deg54'08"" to, and including the Rockfish River, unless otherwise designated in this chapter.",James-Middle,1,0.9396
680,3/19/2004 7:00 PM,,MRV106A_916,,MANGANESE,Campbell,Kelly,1,"   From Lynchburg, take 460 East along the James River.  Then turn off on route 606.  Then turn right onto route 609.  Continue on 609 for nearly 4 miles.  You pass the large quarry on your right, and then at the sharp bend, turn left. Take the road down until the fork, whre you park.  Walk from this location through the woods, then connect with the other gravel road that runs along side the clearcut timber.  Follow this road, until you crest a hill.  Turn right, then walk approximately .25 miles along the ridge and you will reach a number of small depressions and prospects (i.e. site 916).  ",C,-79.023,37.409,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,1.6811
681,3/23/2004 7:00 PM,3/14/2016 8:00 PM,MRV134A_128,Leake Iron Mine,IRON,Buena Vista,Buena Vista,1," Take U.S. Route 60 through Buena Vista.  Take a left at the Fitzgerald Lumber and Log Company and park.  Go around the logging camp to an access road behind it.  Follow this for around 100 m.  Go due East, upslope for approximately 400 m upslope. ",C,-79.334,37.75,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,0.9882
682,4/28/2004 8:00 PM,,MRV189D_301,,IRON,Augusta,Parnassus,3,"  Come north from Staunton bypass (275) on Rt. 613. At the last ridgetop before 613 intersects with Rt. 42 (i.e. if you reach 42, turn around and come back to the last ridgetop), park in front of white farmhouse, numbered 6845. Ask owner (Arey) for permission to visit site.",C,-79.032,38.347,Unnamed tributary,"North River and its tributaries from its confluence with the South River upstream to its headwaters, unless otherwise designated in this chapter.",Potomac-Shenandoah,3,0.2267
683,3/7/2004 7:00 PM,,MRV154C_406,,GOLD,Nelson,Schuyler,1," Off Rt. 29, take Rt. 6 east.  Go about 3 miles (just past county line) on Rt. 6 and park on gravel turnoff on left side of road where gate blocks a long dirt road.  Take access road on northwest side of Rt. 6 and walk for just less than 0.25 miles where the dirt road takes a big bend.  Site 406 is a set of two small prospects and one tailings pile up the south-facing slope of the left side of the access road.",C,-78.712,37.826,Unnamed tributary,"James River and its tributaries from a point at latitude 37deg40'32""; longitude 77deg54'08"" to, and including the Rockfish River, unless otherwise designated in this chapter.",James-Middle,1,1.3388
684,3/21/2004 7:00 PM,,MRV44C_901,,GOLD,Charlotte,Clover,0.1,rt 633 off Rt608,C,-78.652,36.783,Unnamed tributary,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",Roanoke,0.1,0.5826
685,3/21/2004 7:00 PM,3/21/2016 8:00 PM,MRV12B_201-202,Barnes Mine and MacLean shaft,COPPER,Charlotte,Buffalo Springs,3,Turn south onto local road from Rt632 and follow to gate. Park and hike to site.,C,-78.684,36.748,Unnamed tributary,Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam unless otherwise designated in this chapter.,Roanoke,3,0.0000
686,3/22/2004 7:00 PM,,MRV12B_303,,GOLD,Charlotte,Buffalo Springs,0.1,Rt640 to end and hike.,C,-78.664,36.716,Unnamed tributary,Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam unless otherwise designated in this chapter.,Roanoke,0.1,0.0309
687,3/10/2004 7:00 PM,,MRV16B_902,,MICA,Pittsylvania,Axton,2,"   From the intersection of state routes 855 and 934, travel approximately 0.2 miles northwest along 934.  Walk north east, perpendicular to the road about 400 ft.  Site is located in the woods directly behind the first house on the left of 855 after the intersection between 855 and 934.  ",C,-79.663,36.663,Unnamed tributary,"Dan River and its tributaries from the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line upstream to the state line just east of Draper, North Carolina, unless otherwise designated in this chapter.",Roanoke,1,0.8117
688,3/9/2004 7:00 PM,,MRV16B_903,,MICA,Pittsylvania,Axton,1,"  From the intersection of state routes 855 and 851, travel north on 855 about 0.5 miles, and take the first right onto a dirt farm road.  Go straight along that road about 0.2 miles until you see a po0nd on the right.  The site is located just to the east of the fence that borders the eastern bounds of the pond.    ",C,-79.662,36.654,Unnamed tributary,"Dan River and its tributaries from the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line upstream to the state line just east of Draper, North Carolina, unless otherwise designated in this chapter.",Roanoke,1,0.7452
689,3/2/2004 7:00 PM,,MRV134A_501,,GOLD,Amherst,Buena Vista,1,"  Take state route 607 south through Beverlytown.  Approximately 1.75 miles after Beverly Town and a half a mile after crossing Brown’s Creek, take the light-duty road to the left.  Travel north on this road.  When you reach the Lynchburg Reservoir, take your first left, heading west.  Drive approximately 1.5 miles and there will be a distinct rightward bend in the road.  The site is located uphill, ~50 ft north of the road, just as the road turns back left, heading westward.  ",C,-79.301,37.68,Pedlar Lake,Pedlar River from Lynchburg's raw water intake to a point 5 miles upstream.,James-Middle,1,1.6443
690,3/2/2004 7:00 PM,,MRV134A_601,,GOLD,Amherst,Buena Vista,1,"  Take state route 607 south through Beverlytown.  Approximately 1.75 miles after Beverly Town and a half a mile after crossing Brown’s Creek, take the light-duty road to the left.  Travel north on this road.  When you reach the Lynchburg Reservoir, take your first left, heading west.  Approximately 0.5 miles down the road there will be a road that branches off to the right.  Take that road to the point where it diverges.  The site is located downhill, ~50 ft due east of the intersection. ",C,-79.289,37.679,Pedlar Lake,Pedlar River from Lynchburg's raw water intake to a point 5 miles upstream.,James-Middle,1,0.6227
691,3/23/2004 7:00 PM,,MRV12B_301,,GOLD,Charlotte,Buffalo Springs,1,drive to end of Rt640 and hike in to site.,C,-78.662,36.712,Unnamed tributary,Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam unless otherwise designated in this chapter.,Roanoke,0.1,0.0405
692,2/19/2004 7:00 PM,,MRV104A_411,,GOLD,Buckingham,Andersonville,1,"  Take Route 638 south to Route 636 West.  Turn right onto the first dirt road (about 1/2 mile) after you pass route 614.  Travel approximately 1,000 feet up the road and then head approximately 1,000 feet east to the site.",C,-78.61,37.439,Unnamed tributary,"James River and its tributaries from a point at latitude 37deg40'32""; longitude 77deg54'08"" to, and including the Rockfish River, unless otherwise designated in this chapter.",James-Middle,1,0.8623
693,3/23/2004 7:00 PM,,MRV12B_203,,GOLD,Halifax,Buffalo Springs,0.2,SE from Dryburg on Rt344,C,-78.708,36.721,Unnamed tributary,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",Roanoke,0.2,1.1575
694,3/23/2004 7:00 PM,,MRV134A_123,,IRON,Buena Vista,Buena Vista,1,"  From the intersection of US Route 60 and 501, go east on 60.  Approximately 0.65 miles east on 60 there will be a left turn into a lumber mill.  Take that left and park at the bridge over the creek.  The site is located between the road and the stream ~ 50 ft past the bridge.  ",C,-79.342,37.746,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,1.5571
695,3/28/2004 7:00 PM,3/20/2016 8:00 PM,MRV13A_601-603,,COPPER,Halifax,Omega,3,Park on Rt730 and hike to sites.,C,-78.777,36.692,Unnamed tributary,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",Roanoke,3,0.2286
696,3/23/2004 7:00 PM,,MRV134A_129,,IRON,Buena Vista,Buena Vista,1,"  From the intersection of US Route 60 and 501, go east on 60.  Approximately 0.65 miles east on 60 there will be a left turn into a lumber mill.  Take that left and continue down the road until you reach the mill and park.  ",C,-79.334,37.748,Unnamed tributary,"James River and its tributaries from Balcony Falls to their headwaters, unless otherwise designated in this chapter. (The Maury River between its confluence with the James River upstream to its headwaters (the confluence of the Calfpasture and Little Cal",James-Upper,1,1.2095
697,3/28/2004 7:00 PM,3/21/2016 8:00 PM,MRV13D_307-308,,COPPER,Halifax,Virgilina,10,Park on Rt738 and hike to sites.,C,-78.786,36.585,Unnamed tributary,"Lake Gaston and the John Kerr Reservoir in Virginia and their tributaries in Virginia, unless otherwise designated in this chapter (not including the Roanoke or the Dan Rivers). The Roanoke River Service Authority's water supply intake is in this section",Roanoke,0.2,0.1967
698,2/12/2004 7:00 PM,,MRV104A_203,,GOLD,Buckingham,Andersonville,1,Take route 636 east to route 638 North.  Follow 638 North for about 3 miles until you are about 1/4 mile south of the 638/640 intersection.  There is a dirt access road that runs adjacent to a house.  The site is about 500 feet back on both sides of the road.,C,-78.569,37.465,Unnamed tributary,"James River and its tributaries from a point at latitude 37deg40'32""; longitude 77deg54'08"" to, and including the Rockfish River, unless otherwise designated in this chapter.",James-Middle,1,0.2102
699,3/29/2004 7:00 PM,,MRV13D_201,,COPPER,Halifax,Virgilina,0.2,Hike to site from Rt 738,C,-78.795,36.59,Unnamed tributary,"Lake Gaston and the John Kerr Reservoir in Virginia and their tributaries in Virginia, unless otherwise designated in this chapter (not including the Roanoke or the Dan Rivers). The Roanoke River Service Authority's water supply intake is in this section",Roanoke,0.2,0.7926
700,4/2/2004 7:00 PM,,MRV134A_506,,GOLD,Amherst,Buena Vista,1,"   Take 29 south to 60 west through Amherst and toward Buena Vista.  Turn left onto the Blue Ridge Parkway and head south.  Just after the sign for Robinson Gap there will be a road crossing under the parkway.  Park, climb down to the road, and cross under the parkway and take the left fork in this dirt road.  The area to your left along this road is the circled area on the topographic map.",C,-79.325,37.686,Unnamed tributary,Enchanted Creek from its confluence with the Pedlar River upstream including all named and unnamed tributaries.,James-Middle,1,2.4257
701,4/12/2004 8:00 PM,,MRV106A_820,,MANGANESE,Campbell,Kelly,1,Take 29 south the 460 east in Lynchburg and after Beaver Creek crosses 460 there will be a store/deli on the left.  Park there and hike over the hill in the back and into the drainage.  Walk about 50 yards and the site is on the eastern slope about 10-20 ft up from the drainage floor.,C,-79.051,37.383,Unnamed tributary,James River and its tributaries from a point 0.25 mile above the confluence of the Tye River to Six Mile Bridge.,James-Middle,1,1.4785
